MarketID_period,eq_price
6300401,112
6300402,112
6500101,102
6500102,102
6500103,102
6500104,102
6500105,102
6500106,102
6500107,102
6500108,102
6500109,102
6700101,112
6900101,112
6900201,112
7100101,110
7200101,112
7200201,112
7200301,112
7300101,130
7400101,110
7400102,110
7400201,110
7400202,110
7400301,110
7400302,110
7400401,110
7400402,110
7400501,110
7400502,110
7400601,110
7400602,110
7400701,110
7400702,110
7400801,110
7400802,110
7400901,110
7400902,110
7401001,110
7401002,110
7401101,110
7401102,110
7401201,110
7401202,110
7401301,110
7401302,110
7500101,100
7600101,112
7600201,112
7600301,112
7700101,112
7800101,112
8000101,112
8100101,110
8100201,110
8100301,110
8100401,110
8100501,110
8300101,112
8300201,112
8300301,112
8300401,112
8500101,124
8500102,124
8500201,124
8500202,124
8600101,100
8600201,101
8700101,99
8700102,99
8700103,99
8700104,99
8700105,99
8800101,112
8800102,112
8800201,112
8800202,112
9300101,110
9300201,110
9300301,110
9300401,110
9300501,110
9300601,110
9300701,110
9300801,110
9300901,110
9301001,110
9301101,110
9301201,110
9301301,110
9301401,110
9301501,110
9301601,110
9301701,110
9301801,110
9301901,110
9302001,110
9302101,110
9302201,110
9302301,110
9302401,110
9302501,110
9302601,110
9600101,112
9600201,112
9600301,112
9600401,112
9600501,112
9700101,65
9700102,65
9700201,65
9700202,65
9800101,108
9900101,112
9900102,112
9900103,112
9900201,112
9900202,112
9900203,112
9900301,112
9900302,112
9900303,112
9900501,112
9900502,112
9900503,112
9900601,112
9900602,112
9900603,112
9900801,112
9900802,112
9900803,112
9900901,112
9900902,112
9900903,112
9901201,97
10100701,124
10200101,112
10500101,110
10500201,110
10500301,110
10600102,105
10600103,105
10600201,105
10600202,105
10600203,105
10600301,105
10600302,105
10600303,105
10600401,105
10600402,105
10600403,105
10600501,105
10600502,105
10600503,105
10600601,105
10600602,105
10600603,105
10600701,105
10600702,105
10600703,105
10600801,105
10600802,105
10600803,105
10600901,105
10600902,105
10600903,105
10800601,114
10800701,114
10800801,114
10800901,114
10801001,114
10801101,114
10801201,114
10801301,114
10801601,114
10801801,114
10802301,111
11000101,105
11000102,105
11000103,105
11000201,96
11000202,96
11000203,96
11100101,129
11200101,112
11300101,112
11300102,112
11300103,112
11300104,112
11500101,112
11500201,112
11500301,112
11500401,112
11600101,96
11600102,96
11600201,96
11600202,96
11600301,96
11600302,96
11700101,262
11800101,112
11800102,112
11900101,65
11900102,65
11900201,65
11900202,65
11900301,65
11900302,65
12000101,78
12000102,78
12000201,78
12000202,78
12000301,78
12000302,78
12000401,78
12000402,78
12200101,115
12400101,65
12400102,65
12400201,65
12400202,65
12400301,65
12400302,65
12500101,123
12500102,123
12500103,123
12500201,123
12500202,123
12500203,123
12600101,500
12600201,500
12600301,500
12600401,500
12600501,500
12600601,492
12700101,135
12700201,135
12700301,125
12900101,112
12900201,112
12900301,112
12900401,112
13000101,112
13000201,112
13000301,112
13000401,112
13000501,112
13100101,112
13100102,112
13100201,112
13100202,112
13100301,112
13100302,112
13100401,112
13100402,112
13100501,112
13100502,112
13300101,112
13300102,112
13300201,112
13300202,112
13300301,112
13300302,112
13700101,111
13800101,104
14000101,112
14000201,112
14200101,112
14200201,112
14200301,112
14400101,100
14400102,100
14400103,100
14400201,100
14400202,100
14400203,100
14400301,100
14400302,100
14400303,100
14400401,100
14400402,100
14400403,100
14500101,97
14600101,99
14600102,99
14600103,99
14800101,112
14800201,112
14800301,112
14800401,112
14800501,112
14800601,112
15000101,112
15000102,112
15000103,112
15000201,112
15000202,112
15000203,112
15000301,112
15000302,112
15000303,112
15000401,112
15000402,112
15000403,112
15000501,107
15000502,112
15000503,112
15100101,100
15100102,100
15100201,100
15100202,100
15500101,112
15500102,112
15500103,112
15500201,112
15500202,112
15500203,112
15500301,110
15500302,110
15600101,104
15600102,104
15600103,104
15600301,104
15600302,104
15600303,104
15600401,104
15600402,104
15600403,104
15600501,104
15600502,104
15600503,104
15600601,104
15600602,104
15600603,104
15600701,104
15600702,104
15600703,104
15600801,99
15600802,99
15600901,100
15800101,96
15800102,96
15800201,96
15800202,96
15800301,96
15800302,96
15900101,107
16000101,149
16000201,144
16100101,675
16200101,129
16300101,112
16300201,112
16400101,78
16400102,78
16400201,78
16400202,78
16400301,78
16400302,78
16400401,78
16400402,78
16400501,78
16400502,78
16700101,112
16700102,112
16700103,112
16700104,112
16700201,112
16700202,112
16700203,112
16700204,112
16700301,112
16700302,112
16700303,112
16700304,112
17000101,112
17000102,112
17000103,112
17000201,112
17000202,112
17000203,112
17000301,112
17000302,112
17000303,112
17000401,112
17000402,112
17000403,112
17000501,112
17000502,112
17000503,112
17000601,112
17000602,112
17000603,112
17000701,112
17000702,112
17000703,112
17000801,112
17000802,112
17000803,112
17000901,112
17000902,112
17000903,112
17001101,112
17001102,112
17001103,112
17100101,107
17100102,107
17100201,102
17100202,102
17200101,112
17200201,112
17300101,112
17300201,112
17300301,112
17500101,100
17500201,100
17600101,112
17600102,112
17600201,112
17600202,112
17600301,112
17600302,112
17600401,112
17600402,112
17700101,112
17700102,112
17700201,112
17700202,112
17700301,112
17700302,112
17700401,112
17700402,112
17800101,96
17800102,96
17800201,96
17800202,96
17800301,96
17800302,96
17800401,96
17800402,96
17900101,103
18000101,101
18100101,120
18400101,100
18400201,100
18400301,100
18500101,110
18600101,100
18600201,100
18600301,100
18600401,100
18600501,100
18600601,100
18600701,100
18600801,100
18600901,100
18601001,100
18601401,95
18700101,65
19000101,100
19200101,112
19200201,112
19400101,50
19600101,137
19700101,550
19700201,550
19700301,550
19700401,550
19700501,550
19700601,550
19700701,550
19700801,550
19700901,550
19701001,550
19701101,550
19701201,550
19800101,65
19800102,65
19800201,65
19800202,65
19800301,65
19800302,65
19800401,65
19800402,65
19800501,65
19800502,65
19800601,57
19800602,57
19900101,128
20000101,112
20000201,112
20000301,112
20000401,112
20000501,112
20100101,112
20100102,112
20100201,112
20100202,112
20200101,115
20200102,115
20200103,115
20200104,115
20300101,112
20300201,112
20300301,112
20300401,112
20300501,112
20300601,112
20300701,112
20300801,112
20300901,112
20301001,112
20301101,101
20301201,112
20301301,110
20301701,97
20500101,520
20600101,99
20600102,107
20600103,107
20600104,107
20600105,107
20700101,113
20700102,113
20800201,112
20800301,112
21000101,112
21000201,112
21000301,101
21100101,112
21100201,112
21100301,112
21100401,112
21100501,112
21600101,114
21600201,114
21600301,114
21600401,114
21600501,114
21600601,114
21600701,114
21700101,94
21800101,112
21800201,112
21800301,108
22000101,103
22000102,103
22000103,103
22000201,103
22000202,103
22000203,103
22000301,103
22000302,103
22000303,103
22000401,103
22000402,103
22000403,103
22200101,97
22400101,116
22400201,116
22500101,112
22500201,112
22500301,112
22600101,112
22600201,112
22800101,100
22800102,100
22800103,100
22800201,100
22800202,100
22800203,100
22800301,100
22800302,100
22800303,100
22900101,96
22900102,96
22900201,96
22900202,96
22900301,96
22900302,96
23000101,72
23200101,99
23200102,99
23300101,110
23400101,112
23400201,112
23400301,112
23400401,112
23400501,112
23400601,111
23500101,119
23500102,119
23500103,119
23500104,119
23600101,500
23800101,100
23900101,96
23900102,96
23900103,96
24000101,112
24000201,112
24000301,112
24000401,112
24100101,110
24100201,110
24100301,110
24100401,95
24200101,106
24300101,112
24300102,112
24300201,112
24300202,112
24300301,112
24300302,112
24400101,90
24400102,90
24400201,90
24400202,90
24400301,90
24400302,90
24400401,90
24400402,90
24600101,116
24600201,112
24600301,112
24600401,112
24600501,112
24600601,112
24600801,112
24600901,112
25000101,112
25000102,112
25000201,112
25000202,112
25000301,112
25000302,112
25000401,112
25000402,112
25200101,112
25200201,112
25200301,112
25400101,112
25400201,112
25400301,112
25400401,112
25500101,112
25500201,112
25500301,112
25500401,112
25500501,112
25600101,116
25600201,116
25800101,113
25800102,114
25800103,114
25900101,112
25900201,112
25900301,112
25900401,112
25900501,112
26000101,112
26000201,112
26000301,112
26000401,112
26100101,112
26100201,112
26100301,112
26200101,482
26200201,495
26300101,97
26800101,161
26800102,161
26800103,161
26800201,161
26800202,161
26800203,161
26800301,161
26800302,161
26800303,161
26800401,161
26800402,161
26800403,161
26900101,63
27000101,115
27000201,115
27000301,115
27000401,115
27000501,115
27000601,115
27000701,115
27000801,115
27000901,115
27001001,115
27001101,115
27100101,98
27200101,112
27200201,112
27200301,112
27300101,123
27300102,123
27300103,123
27300104,123
27400101,218
27400102,218
27400103,218
27400201,218
27400202,218
27400203,218
27500101,112
27500201,112
27500301,112
27500401,112
27600101,95
27600201,95
27600301,95
27600401,95
27700101,112
27700201,112
27700301,112
27700401,112
27700501,112
28000201,110
28000202,110
28000203,97
28200101,107
28200201,107
28300101,122
28300201,122
28300301,122
28400101,105
28400201,105
28600101,112
28600201,112
28600301,112
28600401,112
28600501,112
28600601,112
28600701,112
28600801,112
28600901,112
28601001,112
28601101,112
28601201,112
28601301,112
28601401,112
28601501,112
28601601,112
28700101,400
28700201,400
28700301,400
28700401,400
28700501,355
28800101,112
28800201,112
28800301,112
28800401,112
28800501,112
28900101,112
28900102,112
28900103,112
28900201,112
28900202,112
28900203,112
28900301,112
28900302,112
28900303,112
28900401,112
28900402,112
28900403,112
28900501,112
28900502,112
28900503,112
28900601,112
28900602,112
28900603,112
28900701,112
28900702,112
28900703,112
28900801,112
28900802,112
28900803,112
28900901,112
28900902,112
28900903,112
28901001,112
28901002,112
28901003,112
28901101,112
28901102,112
28901103,112
28901201,112
28901202,112
28901203,112
28901301,112
28901302,112
28901303,112
28901401,112
28901402,112
28901403,112
28901501,112
28901502,112
28901503,112
28901601,112
28901602,112
28901603,112
28901701,112
28901702,112
28901703,112
28901801,112
28901802,112
28901803,112
28901901,112
28901902,112
28901903,112
28902001,112
28902002,112
28902003,112
28902101,101
28902102,112
29000101,107
29000102,107
29000201,102
29000202,102
29100101,112
29100201,112
29100301,112
29100401,112
29100501,112
29100601,112
29100701,112
29100801,112
29101001,112
29300101,112
29300102,112
29300103,112
29300201,112
29300202,112
29300203,112
29300301,108
29400101,96
29400201,96
29400301,96
29400401,96
29400501,96
29400601,96
29400701,96
29400801,96
29400901,96
29401001,96
29401101,96
29401201,96
29401301,96
29401401,96
29401501,96
29401601,96
29401701,96
29401801,96
29401901,96
29402001,96
29402101,96
29402201,96
29402501,92
29500101,100
29500201,100
29700101,108
29800101,108
30100101,100
30200101,103
30300101,112
30300201,112
30300301,112
30300401,112
30300501,112
30300701,112
30300801,97
30500101,112
30500201,112
30500301,112
30500401,112
30600101,106
30800101,112
30800201,112
30800301,112
30800401,112
30800501,112
30800601,112
30900101,112
30900102,112
30900103,112
30900201,112
30900202,112
30900203,112
30900301,112
30900302,112
30900303,112
30900401,112
30900402,112
30900403,112
30900501,112
30900502,112
30900503,112
30900601,112
30900602,112
30900603,112
30900701,112
30900702,112
30900703,112
31000101,105
31100101,112
31400101,75
31400102,75
31400103,75
31400201,75
31400202,75
31400203,75
31400301,75
31400302,75
31400303,75
31400401,75
31400402,75
31400403,75
31400601,75
31400602,75
31400603,75
31500101,89
31700101,112
31700201,112
31900101,100
31900201,102
32000101,122
32000102,122
32000103,122
32000201,122
32000202,122
32000203,122
32000301,122
32000302,122
32000303,122
32100101,96
32100102,96
32100103,96
32300101,65
32300102,65
32300201,65
32300202,65
32500101,112
32500102,112
32500201,112
32500202,112
32800101,112
32800201,112
32800301,112
32800401,112
32800501,112
33100101,112
33100201,112
33100301,112
33200101,100
33200201,100
33200301,100
33200401,100
33200501,100
33300101,130
33300201,102
33400101,112
33400201,112
33400301,112
33400401,112
33400501,112
33400601,112
33500101,112
33500201,112
33500301,112
33500401,112
33600101,95
33600102,95
33800101,112
34000101,116
34100101,96
34100102,96
34100201,96
34100202,96
34100301,96
34100302,96
34100401,96
34100402,96
34100501,96
34100502,96
34200101,105
34800101,84
34900101,110
34900201,110
34900301,110
34900401,110
34900501,110
34900601,110
34900701,110
34900801,110
34900901,110
34901001,110
34901101,110
34901201,110
34901301,110
34901401,110
34901501,110
34901601,110
34901701,110
34901801,110
34901901,110
34902001,110
34902101,110
34902201,110
34902301,110
34902401,110
34902501,110
34902601,105
35000101,65
35000201,65
35000301,65
35100101,143
35200101,112
35200102,112
35200103,112
35200201,111
35300101,127
35300201,127
35400101,116
35400201,116
35500101,112
35500201,112
35500301,112
35500401,112
35500501,112
35700101,112
35700102,112
35800101,107
35800201,107
36000101,112
36000102,112
36000103,112
36000201,112
36000202,112
36000203,112
36000301,112
36000302,112
36000303,112
36100101,96
36100102,96
36100201,96
36100202,96
36100301,96
36100302,96
36400101,107
36400201,107
36500101,112
36500201,112
36500301,112
36500401,112
36600101,65
36600102,65
36600201,65
36600202,65
36600301,65
36600302,65
36900101,78
36900102,78
36900201,78
36900202,78
36900301,78
36900302,78
36900401,78
36900402,78
36900501,78
36900502,78
36900601,77
36900602,78
37000101,116
37100101,75
37100201,75
37300101,99
37300102,99
37300103,99
37300104,99
37300105,99
37400101,78
37400102,78
37400201,78
37400202,78
37500101,112
37500201,112
37500301,112
37500401,112
37500501,112
37500601,112
37500701,112
37600101,78
37800101,137
37800102,137
37800103,137
37800201,137
37800202,137
37800203,137
37800301,137
37800302,137
37800303,137
37900101,105
37900102,105
38100101,112
38100201,112
38200101,96
38200102,96
38200201,96
38200202,96
38200301,96
38200302,96
38200401,91
38200402,91
38500101,107
38500102,107
38500103,107
38500201,107
38500202,107
38500203,107
38500301,107
38500302,107
38500303,107
38500401,107
38500402,107
38500403,107
38500501,107
38500502,107
38500503,107
38500601,107
38500602,107
38500603,107
38600101,102
38600201,102
38800101,248
39000101,130
39000201,130
39000301,130
39000401,130
39000501,130
39100101,104
39200101,116
39400101,550
39500101,112
39500201,112
39500301,107
39600101,200
39600102,200
39600103,200
39600104,200
39700101,112
39700201,112
39700301,112
39700401,108
39800101,112
39800201,112
39900101,98
39900102,98
39900201,98
39900202,98
39900301,98
39900302,98
39900401,98
39900402,98
39900501,98
39900502,98
39900601,98
39900602,98
39900701,98
39900702,98
39900801,98
39900802,98
39900901,98
39900902,98
39901001,89
40000101,114
40000102,114
40100201,112
40200101,92
40400101,662
40500101,67
40600101,119
40600102,119
40600201,119
40600202,119
40700101,78
40700102,78
40700201,78
40700202,78
40700301,78
40700302,78
40700401,78
40700402,78
40700501,78
40700502,78
40800101,112
40800201,112
40800301,112
40800401,108
41200101,100
41300101,78
41300102,78
41300201,78
41300202,78
41300301,78
41300302,78
41300401,78
41300402,78
41300501,78
41300502,78
41400101,112
41500101,112
41500201,112
41500301,112
41500401,112
41500501,112
41500601,112
41500701,112
41500801,112
41500901,112
41501001,112
41501101,112
41501201,112
41501401,111
41600101,115
41700101,241
41800101,65
41800102,65
41800201,65
41800202,65
41800301,65
41800302,65
41800501,57
41900101,100
42300101,116
42300102,116
42300201,116
42300202,116
42300301,116
42300302,116
42300401,116
42300402,116
42500101,115
42500102,115
42500103,115
42700101,118
42800101,78
42800102,78
42800201,78
42800202,78
42800301,78
42800302,78
42800401,75
42900101,108
42900102,108
42900201,108
42900202,108
43100101,659
43100201,659
43100301,659
43100401,659
43100501,659
43100601,659
43100701,659
43100801,659
43200101,112
43200201,112
43200301,112
43300101,112
43600101,110
43600201,110
43600401,110
43600501,110
43800101,112
43800201,112
43900101,80
43900102,80
43900103,80
43900104,80
44000101,112
44000201,112
44000301,112
44000401,112
44100101,550
44100201,550
44100301,550
44100401,550
44100501,550
44100601,550
44100701,550
44100801,550
44100901,550
44200101,112
44200201,112
44200301,112
44200401,112
44200501,112
44200601,112
44200701,112
44200801,112
44200901,112
44201001,112
44201101,112
44201201,112
44201301,112
44201401,112
44201501,112
44201601,112
44201701,112
44201801,112
44201901,112
44202001,112
44202101,112
44202201,112
44202301,112
44202401,112
44202501,112
44202601,112
44202701,112
44202801,112
44202901,112
44203001,112
44203101,112
44203201,112
44203301,112
44203501,112
44300101,65
44300102,65
44300201,65
44300202,65
44300301,60
44300302,65
44400101,112
44400201,112
44400301,112
44400401,112
44600101,78
44600102,78
44600201,78
44600202,78
44600301,78
44600302,78
44900101,95
44900201,95
45000101,96
45000102,96
45000201,96
45000202,96
45000301,96
45000302,96
45000401,96
45000402,96
45000501,96
45000502,96
45100101,96
45100201,96
45100301,96
45100401,96
45100501,96
45100601,96
45100701,96
45100801,96
45100901,96
45101001,96
45101101,96
45101201,96
45101301,96
45101401,96
45101501,96
45101601,96
45101701,96
45101801,96
45101901,96
45102001,96
45102101,96
45102201,96
45102301,96
45102401,96
45200101,112
45200201,112
45200301,112
45200401,112
45300101,550
45600101,112
45600201,112
45600301,112
45600401,112
45600501,112
45700101,112
45700201,112
45700301,110
45800101,115
45800102,115
45800201,115
45800202,115
45800301,115
45800302,115
45800401,115
45800402,115
45900101,102
45900102,102
45900103,102
45900104,102
45900105,102
46000101,112
46000102,112
46000201,112
46000202,112
46000301,112
46000302,112
46300101,113
46500101,130
46500201,130
46600101,112
46600201,112
46700101,110
46700201,110
46700301,110
46700401,110
46700501,110
46700601,95
46800101,97
46800102,97
46800103,97
46800104,97
46800201,97
46800202,97
46800203,97
46800204,97
47100101,102
47100102,108
47200101,96
47300101,112
47300201,112
47300301,112
47300401,112
47300501,112
47300601,112
47300701,112
47300801,112
47300901,112
47301001,112
47301101,112
47301201,101
47400101,89
47600101,65
47600102,65
47600201,65
47600202,65
47600301,65
47600302,65
47600401,70
47700101,112
47700201,112
47700301,112
47700401,112
47700501,112
47700601,112
47700801,110
47800101,115
47900101,112
48100101,110
48100102,110
48100201,110
48100202,110
48100301,110
48100302,110
48100401,111
48100402,111
48200101,120
48200102,120
48200103,120
48200201,120
48200202,120
48300101,120
48300102,120
48300103,120
48400101,100
48400102,100
48400103,100
48400104,100
48400105,100
48500101,100
48600101,100
48600102,100
48600103,100
48600201,100
48600202,100
48600203,100
48700101,100
48900101,101
49000101,112
49000201,112
49000301,112
49200101,112
49200102,112
49200103,112
49200201,112
49200202,112
49200203,112
49200301,112
49200302,112
49200303,112
49200401,112
49200402,112
49200403,112
49200501,112
49200502,112
49200503,112
49200601,112
49200602,112
49200603,112
49200701,112
49200702,112
49200703,112
49200801,112
49200802,112
49200803,112
49200901,112
49200902,112
49200903,112
49201001,112
49201002,112
49201003,112
49201101,112
49201102,112
49201103,112
49201201,112
49201202,112
49201203,112
49201301,112
49201302,112
49201303,112
49201401,112
49201402,112
49201403,112
49201501,112
49201502,112
49201503,112
49201601,112
49201602,112
49201603,112
49201701,112
49201702,112
49201703,112
49201801,112
49201802,112
49201803,112
49201901,112
49201902,112
49201903,112
49202001,112
49202002,112
49202003,112
49202101,112
49202102,112
49202103,112
49202201,112
49202202,112
49202203,112
49202301,112
49202302,112
49202303,112
49202401,112
49202402,112
49202403,112
49202501,112
49202502,112
49202503,112
49202701,97
49202702,97
49300101,118
49400101,103
49500101,102
49500102,102
49500103,102
49500104,102
49500105,102
49900101,107
49900102,107
49900103,107
49900201,107
49900202,107
49900203,107
49900301,107
49900302,107
49900303,107
49900401,107
49900402,107
49900403,107
49900501,107
49900502,107
49900503,107
49900601,100
50000101,107
50000102,107
50000103,107
50000104,107
50000105,107
50000106,107
50000107,107
50000108,107
50000201,110
50300101,112
50300102,112
50300201,112
50300202,112
50300301,112
50300302,112
50400101,100
50500101,73
50500102,73
50500201,73
50500202,73
50600101,78
50600102,78
50600201,78
50600202,78
50600301,78
50600302,78
50600401,78
50600402,78
50600501,78
50600502,78
50600601,78
50600602,78
50700101,501
50700102,501
50800101,112
50800102,112
50800201,112
50800202,112
50800301,112
50800302,112
50800401,112
50800402,112
50900101,96
50900102,96
50900201,96
50900202,96
50900301,96
50900302,96
50900401,95
51100101,131
51300101,110
51300201,110
51300301,110
51300401,110
51400101,107
51400201,107
51600101,65
51600102,65
51600201,65
51600202,65
51600301,65
51600302,65
51600401,65
51600402,65
51600501,65
51600502,65
51700101,100
51800101,96
51800102,96
51800201,96
51800202,96
51800301,96
51800302,96
51800401,96
51800402,96
52000101,89
52100101,107
52200101,103
52200102,103
52200103,103
52200201,103
52200202,103
52200203,103
52300101,110
52300201,110
52300301,110
52300401,110
52300501,110
52400101,78
52400102,78
52400201,78
52400202,78
52700101,112
52700201,117
52800101,100
52900101,130
53000101,85
53000201,85
53000301,85
53000401,85
53000501,85
53200101,110
53200102,110
53200201,110
53200301,110
53200302,110
53200401,110
53200402,110
53200501,110
53200502,110
53200601,110
53200602,110
53200701,110
53200801,110
53200802,110
53200901,110
53300101,120
53300102,120
53300103,120
53300104,120
53500101,83
53600101,73
53600102,73
53700101,112
53700201,112
53900101,110
53900201,110
53900301,110
54100101,120
54200101,65
54200102,65
54200201,65
54200202,65
54200301,65
54200302,65
54200501,60
54200502,60
54300101,112
54300102,112
54300103,112
54300104,112
54300201,112
54300202,112
54300203,112
54300204,112
54300301,112
54300302,112
54300303,112
54300304,112
54300401,112
54300402,112
54300403,112
54300404,112
54300501,112
54300502,112
54300503,112
54300504,112
54300601,112
54300602,112
54300603,112
54300604,112
54300701,112
54300702,112
54300703,112
54300704,112
54300801,112
54300802,112
54300803,112
54300804,112
54300901,112
54300902,112
54300903,112
54300904,112
54301001,112
54301002,112
54301003,112
54301004,112
54301101,112
54301102,112
54301103,112
54301104,112
54301201,112
54301202,112
54301203,112
54301204,112
54301301,112
54301302,112
54301303,112
54301304,112
54301401,112
54301402,112
54301403,112
54301404,112
54301501,112
54301502,112
54301503,112
54301504,112
54301601,112
54301602,112
54301603,112
54301604,112
54301701,112
54301702,112
54301703,112
54301704,112
54301801,112
54301802,112
54301803,112
54301804,112
54301901,112
54301902,112
54301903,112
54301904,112
54302001,112
54302002,112
54302003,112
54302004,112
54302101,112
54302102,112
54302103,112
54302104,112
54302201,112
54302202,112
54302203,112
54302204,112
54302301,112
54302302,112
54302303,112
54302304,112
54302401,112
54302402,112
54302403,112
54302404,112
54302801,110
54302802,97
54400101,112
54500101,112
54500201,112
54500301,112
54500401,112
54500501,112
54500601,112
54600101,114
54800101,78
54800102,78
54800201,78
54800202,78
54800301,78
54800302,78
54800401,78
54800402,78
55000101,115
55800101,118
55800201,118
55800301,118
56000101,116
56000201,116
56000301,116
56200101,110
56200201,110
56200301,110
56200401,110
56500101,112
56500201,112
56500301,112
56500401,112
56500501,112
56600101,90
56600102,90
56600103,90
56600104,90
56600105,90
56700101,108
56700201,108
56700301,108
56700401,108
56700501,108
56700601,110
56900101,96
56900102,96
56900201,96
56900202,96
56900301,96
56900302,96
56900401,96
56900402,96
57000101,110
57100101,112
57100201,112
57100301,112
57100401,112
57200101,96
57200102,96
57200103,96
57200201,96
57200202,96
57200203,96
57200301,96
57200302,96
57200303,96
57200401,85
57200402,95
57200403,95
57500101,105
57500102,105
57500201,105
57500202,105
57700101,112
57700102,112
57700201,112
57700202,112
57700301,112
57700302,112
57800101,85
57800201,85
57800301,85
57800401,85
57800501,85
57800601,85
57800701,85
57800801,85
57800901,85
58000101,112
58000201,112
58000301,112
58000401,112
58101201,100
58200101,107
58200102,107
58200103,107
58200104,107
58300101,112
58300201,112
58300301,112
58300401,112
58400101,102
58500101,95
58500102,95
58500201,95
58500202,95
58600101,112
58600201,112
58700101,90
58700102,90
58700103,90
58700104,90
58700201,90
58700202,90
58700203,90
58700204,90
58700301,90
58700302,90
58700303,90
58700304,90
58700401,90
58700402,90
58700403,90
58700404,90
58700501,90
58700502,90
58700503,90
58700504,90
58700601,90
58700602,90
58700603,90
58700604,90
58700701,90
58700702,90
58700703,90
58700704,90
58700801,90
58700802,90
58700803,90
58700804,90
58700901,90
58700902,90
58700903,90
58700904,90
58701001,90
58701002,90
58701003,90
58701004,90
58800101,112
58800201,112
58800301,112
58800401,112
58800501,112
58900101,500
59000101,112
59000201,112
59000301,112
59000401,101
59100101,114
59100102,114
59100103,114
59100104,114
59200101,112
59200201,112
59200301,112
59200401,107
59400101,96
59400102,96
59600101,112
59600201,112
59600301,112
59600401,112
59600501,112
59600601,112
59600701,112
59600801,112
59600901,112
59601001,112
59601101,112
59601201,112
59700101,112
59700201,112
59700301,112
59700401,112
59700501,112
59700601,112
59700701,112
59700801,112
59700901,112
59701001,112
59800101,112
59800201,112
59800501,110
60000101,125
60000102,125
60000103,125
60100101,112
60300101,105
60300201,105
60800101,65
60800102,65
60800201,65
60800202,65
60800301,65
60800302,65
60800401,67
60900101,112
60900102,112
60900103,112
60900104,112
60900105,112
60900201,112
60900202,112
60900203,112
60900204,112
60900205,112
60900301,112
60900302,112
60900303,112
60900304,112
60900305,112
60900401,112
60900402,112
60900403,112
60900404,112
60900405,112
61100101,95
61100102,95
61100201,95
61100202,95
61100301,95
61100302,95
61100401,95
61100402,95
61100501,95
61100502,95
61200101,112
61200201,112
61200301,112
61200401,112
61200501,112
61200601,107
61300101,112
61300102,112
61300201,112
61300202,112
61500101,65
61500102,65
61500201,65
61500202,65
61500301,65
61500302,65
61500401,65
61500402,65
61600201,91
61700101,65
61700102,65
61700201,65
61700202,65
61700301,65
61700302,65
61700401,65
61700402,65
61700501,65
61700502,65
62100101,112
62100201,112
62100301,112
62100401,112
62100501,112
62100601,112
62100701,112
62100801,112
62100901,112
62101001,112
62101101,112
62600101,112
62600201,112
62600301,112
62800101,112
62800102,112
63000101,112
63000201,112
63000301,112
63200101,100
63200102,100
63200103,100
63200104,100
63200105,100
63200106,100
63200107,100
63200108,100
63300101,65
63300102,65
63300201,65
63300202,65
63300301,65
63300302,65
63300401,65
63300402,65
63300601,57
63300602,57
63400101,117
63400201,110
63400301,99
63600101,78
63600102,78
63600103,78
63600104,78
63600105,78
63600201,78
63600202,78
63600203,78
63600204,78
63600205,78
63600301,78
63600302,78
63600303,78
63600304,78
63600305,78
63600401,78
63600402,78
63600403,78
63600404,78
63600405,78
63600501,78
63600502,78
63600503,78
63600504,78
63600505,78
63600601,78
63600602,78
63600603,78
63600604,78
63600605,78
63700101,96
63700102,96
63700201,96
63700202,96
63700301,96
63700302,96
63700401,96
63700402,96
63700501,96
63700502,96
63900101,112
63900102,112
63900201,112
63900202,112
63900301,112
63900302,112
63900401,112
63900402,112
63900501,112
63900502,112
64100101,80
64100102,80
64100103,80
64100104,80
64200101,99
64200102,99
64200103,100
64300101,116
64300201,116
64400101,135
64400201,121
64500101,96
64500102,96
64500201,96
64500202,96
64500301,96
64500302,96
64500401,96
64500402,96
64600101,108
64800101,112
64800301,112
64800401,112
64800501,112
64800601,112
64800701,112
64800801,112
65000101,112
65000201,112
65200101,112
65200201,112
65200301,112
65400101,112
65400201,112
65400301,112
65400401,112
65400501,112
65400601,112
65400701,101
65600101,107
66000101,108
66100101,112
66100102,112
66100201,112
66100202,112
66300101,99
66500101,112
66500201,112
66600101,65
66600102,65
66600201,65
66600202,65
66600301,65
66600302,65
66900101,107
67100101,520
67100201,448
67400101,110
67400201,110
67400301,110
67400401,110
67700101,112
67700201,112
67700301,112
67700401,112
67700501,112
67900101,123
67900102,123
68200101,78
68200102,78
68200201,78
68200202,78
68200301,78
68200302,78
68200401,78
68200402,78
68200501,80
68400101,100
68600101,98
68800101,260
68800201,248
69000101,105
69000102,105
69000103,105
69000201,105
69000202,105
69000203,105
69000301,105
69000302,105
69000303,105
69000401,105
69000402,105
69000403,105
69000501,105
69000502,105
69000503,105
69000601,105
69000602,105
69000603,105
69000701,105
69000702,105
69000703,105
69000801,105
69000802,105
69000803,105
69000901,105
69000902,105
69000903,105
69100101,489
69200101,112
69200201,112
69200301,112
69300101,114
69300102,114
69300201,114
69300202,114
69300301,114
69300302,114
69300401,114
69300402,114
69300501,114
69300502,114
69300601,114
69300602,114
69300701,114
69300702,114
69300801,114
69300802,114
69300901,114
69300902,114
69301001,114
69301002,114
69500101,117
69500102,117
69600101,162
69600102,162
69600103,162
69600201,162
69600202,162
69600203,162
69600301,162
69600302,162
69600303,162
69700101,105
69700102,105
69800101,112
