MarketID_period,offer_time,eq_price,eq_quantity,optimalconsumersurplus,optimalproducersurplus,optimal_surplus,Number_players,Quantity,ConsumerSurplus,ProducerSurplus,surplus,efficiency
100101,118590.0,103,17,894,665,1559,25,17,1056,167,1223,0.784477229
200101,344717.0,66,12,156,288,444,15,15,65,225,290,0.653153153
200201,328071.0,66,12,156,288,444,15,22,-206,260,54,0.121621622
200301,207758.0,64,2,38,56,94,2,2,26,68,94,1.0
300101,118485.0,112,13,260,416,676,10,12,354,283,637,0.942307692
300201,119760.0,112,13,260,416,676,10,11,94,463,557,0.823964497
300301,118552.0,112,13,260,416,676,10,13,304,359,663,0.980769231
300401,118838.0,112,13,260,416,676,10,15,191,469,660,0.976331361
300501,119138.0,112,13,260,416,676,10,12,429,228,657,0.971893491
400101,237167.0,109,14,301,560,861,10,14,506,346,852,0.989547038
400201,234522.0,109,14,301,560,861,10,14,193,650,843,0.979094077
400301,238491.0,109,14,301,560,861,10,12,119,670,789,0.916376307
400401,238882.0,109,14,301,560,861,10,12,222,603,825,0.958188153
400501,239729.0,109,14,301,560,861,10,13,-219,1005,786,0.912891986
400601,222887.0,109,14,301,560,861,10,15,-15,870,855,0.993031359
500101,119037.0,120,26,650,650,1300,20,25,456,790,1246,0.958461538
500102,115800.0,120,26,650,650,1300,20,25,347,891,1238,0.952307692
500103,118241.0,120,26,650,650,1300,20,27,477,755,1232,0.947692308
600101,119586.0,65,13,780,390,1170,10,12,264,856,1120,0.957264957
600102,119113.0,65,13,780,390,1170,10,10,303,732,1035,0.884615385
600201,116495.0,65,13,780,390,1170,10,11,585,520,1105,0.944444444
600202,117921.0,65,13,780,390,1170,10,12,306,664,970,0.829059829
600301,118529.0,65,13,780,390,1170,10,12,705,395,1100,0.94017094
600302,118112.0,65,13,780,390,1170,10,11,543,367,910,0.777777778
700101,114887.0,550,6,1545,1545,3090,20,7,-533,3214,2681,0.86763754
700201,115946.0,550,6,1545,1545,3090,20,8,1131,1526,2657,0.85987055
700301,117862.0,550,6,1545,1545,3090,20,7,2586,-136,2450,0.792880259
700401,113899.0,550,6,1545,1545,3090,20,7,867,1814,2681,0.86763754
700501,115854.0,550,6,1545,1545,3090,20,8,822,1604,2426,0.785113269
700601,115493.0,550,6,1545,1545,3090,20,7,1174,1507,2681,0.86763754
700701,119516.0,550,6,1545,1545,3090,20,7,1085,1904,2989,0.967313916
700801,117184.0,550,6,1545,1545,3090,20,7,304,1299,1603,0.518770227
700901,117548.0,550,6,1545,1545,3090,20,5,1637,861,2498,0.808414239
701001,118718.0,550,6,1545,1545,3090,20,8,589,1683,2272,0.735275081
701101,111199.0,550,6,1545,1545,3090,16,5,491,1622,2113,0.68381877
900101,118309.0,65,13,780,390,1170,10,6,299,361,660,0.564102564
900102,118134.0,65,13,780,390,1170,10,6,363,372,735,0.628205128
900201,119580.0,65,13,780,390,1170,10,14,284,851,1135,0.97008547
900202,113450.0,65,13,780,390,1170,10,12,317,833,1150,0.982905983
900301,119153.0,65,13,780,390,1170,10,9,142,763,905,0.773504274
900302,119004.0,65,13,780,390,1170,10,8,336,584,920,0.786324786
1000101,176570.0,126,4,50,254,304,10,8,17,-703,-686,-2.256578947
1000201,172218.0,126,4,50,254,304,10,9,-529,252,-277,-0.911184211
1000301,174824.0,126,4,50,254,304,10,10,-143,-326,-469,-1.542763158
1000401,176373.0,126,4,50,254,304,10,5,41,36,77,0.253289474
1000501,176212.0,126,4,50,254,304,10,6,-264,379,115,0.378289474
1000601,179664.0,126,4,50,254,304,10,7,-379,486,107,0.351973684
1200101,117319.0,123,14,196,378,574,12,14,228,312,540,0.940766551
1200201,119587.0,123,14,196,378,574,12,13,261,261,522,0.909407666
1400101,117860.0,78,13,312,156,468,10,12,268,182,450,0.961538462
1400102,106753.0,78,13,312,156,468,10,12,229,193,422,0.901709402
1400201,119037.0,78,13,312,156,468,10,11,290,158,448,0.957264957
1400202,119772.0,78,13,312,156,468,10,12,316,128,444,0.948717949
1400301,119381.0,78,13,312,156,468,10,13,145,277,422,0.901709402
1400302,116461.0,78,13,312,156,468,10,14,143,299,442,0.944444444
1500101,178873.0,175,3,225,225,450,10,1,36,64,100,0.222222222
1500201,178995.0,175,3,225,225,450,10,3,191,59,250,0.555555556
1500301,142832.0,175,3,225,225,450,10,3,26,274,300,0.666666667
1500401,149913.0,175,3,225,225,450,6,2,262,138,400,0.888888889
1600101,179171.0,117,9,153,261,414,10,11,129,174,303,0.731884058
1600201,179232.0,117,9,153,261,414,10,9,-162,468,306,0.739130435
1600301,175609.0,117,9,153,261,414,10,12,-20,321,301,0.72705314
1600401,178058.0,117,9,153,261,414,10,8,-265,556,291,0.702898551
1600501,179711.0,117,9,153,261,414,10,11,171,183,354,0.855072464
1600601,179733.0,117,9,153,261,414,10,9,-8,313,305,0.736714976
1600701,177908.0,117,9,153,261,414,10,12,259,11,270,0.652173913
1600801,172257.0,115,6,126,183,309,6,5,22,204,226,0.731391586
1800101,119334.0,112,13,260,416,676,10,11,354,281,635,0.939349112
1800102,119605.0,112,13,260,416,676,10,12,325,320,645,0.954142012
1800201,117324.0,112,13,260,416,676,10,12,403,224,627,0.927514793
1800202,119781.0,112,13,260,416,676,10,12,412,248,660,0.976331361
1800301,117502.0,112,13,260,416,676,10,8,164,310,474,0.701183432
1800302,116923.0,112,13,260,416,676,10,12,384,202,586,0.866863905
2100101,88577.0,112,13,260,416,676,10,10,122,438,560,0.828402367
2100102,95251.0,112,13,260,416,676,10,15,317,343,660,0.976331361
2100103,95948.0,112,13,260,416,676,10,12,174,438,612,0.905325444
2100201,99519.0,112,13,260,416,676,10,12,-409,1042,633,0.936390533
2100202,98197.0,112,13,260,416,676,10,13,67,593,660,0.976331361
2100203,96613.0,112,13,260,416,676,10,13,84,563,647,0.957100592
2200101,109955.0,112,13,260,416,676,10,15,409,251,660,0.976331361
2200201,102508.0,112,13,260,416,676,10,12,615,-45,570,0.843195266
2200301,116921.0,112,13,260,416,676,10,14,114,555,669,0.98964497
2200401,113598.0,112,13,260,416,676,10,12,96,537,633,0.936390533
2300101,287696.0,110,21,420,630,1050,16,24,39,981,1020,0.971428571
2400101,296566.0,116,17,306,578,884,12,15,288,564,852,0.963800905
2500101,177460.0,100,44,1254,1254,2508,23,36,1183,939,2122,0.846092504
2800101,111283.0,112,13,260,416,676,10,8,-34,485,451,0.667159763
2800201,118377.0,112,13,260,416,676,10,8,611,-128,483,0.714497041
2800301,119385.0,112,13,260,416,676,10,10,249,272,521,0.770710059
2900101,59270.0,112,13,260,416,676,10,13,288,375,663,0.980769231
2900201,58524.0,112,13,260,416,676,10,9,167,357,524,0.775147929
2900301,59020.0,112,13,260,416,676,10,11,276,366,642,0.949704142
2900401,58734.0,112,13,260,416,676,10,11,216,419,635,0.939349112
2900501,58803.0,112,13,260,416,676,10,10,211,375,586,0.866863905
3000101,113309.0,96,7,198,169,367,15,7,483,-123,360,0.980926431
3100101,855938.0,520,54,13041,13041,26082,20,65,13698,5214,18912,0.725097769
3100201,759753.0,520,18,4428,4428,8856,6,18,5723,2818,8541,0.964430894
3200101,116867.0,96,10,155,235,390,10,11,107,252,359,0.920512821
3200102,116715.0,96,10,155,235,390,10,9,163,95,258,0.661538462
3200201,118422.0,96,10,155,235,390,10,8,180,145,325,0.833333333
3200202,116645.0,96,10,155,235,390,10,9,221,123,344,0.882051282
3200301,119826.0,96,10,155,235,390,10,5,147,71,218,0.558974359
3200302,116341.0,96,10,155,235,390,10,6,138,111,249,0.638461538
3200401,117746.0,96,10,155,235,390,10,10,147,219,366,0.938461538
3200402,118606.0,96,10,155,235,390,10,7,162,149,311,0.797435897
3300101,118242.0,406,2,708,359,1067,7,2,519,336,855,0.80131209
3300102,118341.0,406,2,708,359,1067,7,3,516,405,921,0.86316776
3300103,119996.0,406,2,708,359,1067,7,3,583,285,868,0.813495783
3300104,49818.0,406,2,708,359,1067,7,3,847,74,921,0.86316776
3300105,51803.0,406,2,708,359,1067,7,2,868,199,1067,1.0
3500101,177732.0,112,13,260,416,676,10,9,-269,752,483,0.714497041
3500102,80428.0,112,13,260,416,676,10,4,-78,358,280,0.414201183
3900101,111551.0,105,12,276,330,606,9,8,424,84,508,0.838283828
3900201,117132.0,105,12,276,330,606,9,5,244,129,373,0.615511551
4000101,86257.0,106,14,343,420,763,15,14,362,385,747,0.979030144
4000102,206500.0,106,14,343,420,763,15,14,6,749,755,0.989515072
4100101,118386.0,96,10,155,235,390,10,11,247,105,352,0.902564103
4100102,117849.0,96,10,155,235,390,10,9,205,117,322,0.825641026
4100201,119919.0,96,10,155,235,390,10,9,66,262,328,0.841025641
4100202,119442.0,96,10,155,235,390,10,12,-4,268,264,0.676923077
4100301,119093.0,96,10,155,235,390,10,9,68,250,318,0.815384615
4100302,116809.0,96,10,155,235,390,10,10,71,283,354,0.907692308
4100401,119156.0,96,10,155,235,390,10,9,-50,408,358,0.917948718
4100402,119782.0,96,10,155,235,390,10,9,128,259,387,0.992307692
4100501,118191.0,96,10,155,235,390,10,11,31,286,317,0.812820513
4100502,116653.0,96,10,155,235,390,10,8,93,184,277,0.71025641
4200101,179661.0,112,13,260,416,676,10,13,380,285,665,0.983727811
4200201,177090.0,112,13,260,416,676,10,10,298,245,543,0.803254438
4200301,179622.0,112,13,260,416,676,10,14,391,262,653,0.965976331
4200401,178417.0,112,13,260,416,676,10,13,260,371,631,0.933431953
4300101,58208.0,115,6,150,210,360,13,3,9,157,166,0.461111111
4300102,56594.0,115,6,150,210,360,13,5,202,76,278,0.772222222
4300103,54745.0,115,6,150,210,360,13,6,-36,380,344,0.955555556
4300104,55333.0,115,6,150,210,360,13,5,142,156,298,0.827777778
4600101,239622.0,112,19,380,614,994,14,6,288,116,404,0.406438632
4700101,118404.0,101,44,1195,1138,2333,31,34,820,1265,2085,0.8936991
4800101,149437.0,112,13,260,416,676,10,13,159,491,650,0.961538462
4800201,149102.0,112,13,260,416,676,10,12,120,529,649,0.960059172
4800301,143339.0,112,13,260,416,676,10,15,285,375,660,0.976331361
4800401,147944.0,112,13,260,416,676,10,11,11,632,643,0.951183432
4800501,143185.0,112,13,260,416,676,10,12,249,403,652,0.964497041
4900101,119858.0,57,6,63,102,165,10,9,23,25,48,0.290909091
4900201,112568.0,57,6,63,102,165,10,5,145,15,160,0.96969697
4900301,115459.0,57,5,57,94,151,8,4,35,93,128,0.847682119
5000101,119444.0,113,27,648,999,1647,18,20,491,904,1395,0.846994536
5000102,118736.0,113,27,648,999,1647,18,23,374,1143,1517,0.92106861
5100101,172846.0,112,13,260,416,676,10,12,72,516,588,0.869822485
5100201,174263.0,112,13,260,416,676,10,14,307,365,672,0.99408284
5100401,174298.0,112,13,260,416,676,10,10,116,434,550,0.813609467
5300101,858999.0,105,23,529,529,1058,20,29,175,791,966,0.913043478
5300201,889796.0,105,23,529,529,1058,20,24,163,655,818,0.7731569
5300301,899550.0,105,23,529,529,1058,20,27,395,595,990,0.935727788
5300401,898622.0,105,23,529,529,1058,20,28,-492,1478,986,0.93194707
5300501,698390.0,105,23,529,529,1058,20,30,131,829,960,0.907372401
5300502,179689.0,105,23,529,529,1058,20,11,300,252,552,0.52173913
5300601,896125.0,105,23,529,529,1058,20,26,-97,1051,954,0.901701323
5300701,896496.0,105,23,529,529,1058,20,30,340,620,960,0.907372401
5300801,347242.0,105,23,529,529,1058,20,30,287,673,960,0.907372401
5300802,519156.0,105,23,529,529,1058,20,22,192,678,870,0.822306238
5300901,895262.0,105,23,529,529,1058,20,27,-326,1342,1016,0.960302457
5301001,880354.0,105,23,529,529,1058,20,28,165,817,982,0.928166352
5301101,849377.0,105,23,529,529,1058,20,28,672,326,998,0.943289225
5301601,266242.0,105,3,75,75,150,2,2,108,32,140,0.933333333
5400101,142805.0,262,18,8262,4716,12978,36,16,935,10878,11813,0.910232701
5700101,233955.0,112,13,260,416,676,10,11,142,445,587,0.868343195
5700201,238734.0,108,12,270,366,636,9,11,-224,783,559,0.878930818
6000101,471448.0,520,90,22590,22590,45180,18,65,21685,15415,37100,0.821159805
6300101,117059.0,112,13,260,416,676,10,12,-5,671,666,0.985207101
6300102,119616.0,112,13,260,416,676,10,13,270,380,650,0.961538462
6300201,119274.0,112,13,260,416,676,10,13,483,185,668,0.98816568
6300202,118624.0,112,13,260,416,676,10,12,392,268,660,0.976331361
6300301,119018.0,112,13,260,416,676,10,9,45,399,444,0.656804734
6300302,116866.0,112,13,260,416,676,10,9,-245,629,384,0.568047337
6300401,114601.0,112,13,260,416,676,10,13,229,397,626,0.926035503
6300402,119984.0,112,13,260,416,676,10,10,150,382,532,0.786982249
6500101,91888.0,102,5,140,150,290,12,4,93,181,274,0.944827586
6500102,86372.0,102,5,140,150,290,12,6,160,125,285,0.982758621
6500103,88838.0,102,5,140,150,290,12,4,125,127,252,0.868965517
6500104,98961.0,102,5,140,150,290,12,5,49,221,270,0.931034483
6500105,88560.0,102,5,140,150,290,12,6,119,166,285,0.982758621
6500106,98455.0,102,5,140,150,290,12,6,142,143,285,0.982758621
6500107,98253.0,102,5,140,150,290,12,6,129,156,285,0.982758621
6500108,90195.0,102,5,140,150,290,12,5,114,176,290,1.0
6500109,39202.0,102,5,140,150,290,12,4,131,110,241,0.831034483
6700101,116163.0,112,9,180,288,468,6,8,243,216,459,0.980769231
6900101,171362.0,112,13,260,416,676,10,3,281,-30,251,0.371301775
6900201,156675.0,112,13,260,416,676,10,6,140,295,435,0.643491124
7100101,156377.0,110,9,162,270,432,6,9,117,315,432,1.0
7200101,176447.0,112,13,260,416,676,10,7,30,422,452,0.668639053
7200201,177940.0,112,13,260,416,676,10,13,571,93,664,0.982248521
7200301,179206.0,112,13,260,416,676,10,10,249,331,580,0.857988166
7300101,479343.0,130,128,7801,7801,15602,48,125,7939,5165,13104,0.839892321
7400101,176169.0,110,21,420,630,1050,15,19,83,907,990,0.942857143
7400102,178041.0,110,21,420,630,1050,15,19,194,817,1011,0.962857143
7400201,172499.0,110,21,420,630,1050,15,20,449,556,1005,0.957142857
7400202,176606.0,110,21,420,630,1050,15,21,295,740,1035,0.985714286
7400301,173144.0,110,21,420,630,1050,15,19,590,423,1013,0.964761905
7400302,178487.0,110,21,420,630,1050,15,20,158,869,1027,0.978095238
7400401,178440.0,110,21,420,630,1050,15,16,453,390,843,0.802857143
7400402,175382.0,110,21,420,630,1050,15,15,708,177,885,0.842857143
7400501,175802.0,110,21,420,630,1050,15,19,-45,1009,964,0.918095238
7400502,169689.0,110,21,420,630,1050,15,18,672,285,957,0.911428571
7400601,177331.0,110,21,420,630,1050,15,21,252,747,999,0.951428571
7400602,173853.0,110,21,420,630,1050,15,18,234,715,949,0.903809524
7400701,171473.0,110,21,420,630,1050,15,20,194,823,1017,0.968571429
7400702,169123.0,110,21,420,630,1050,15,19,626,342,968,0.921904762
7400801,179286.0,110,21,420,630,1050,15,18,474,499,973,0.926666667
7400802,169097.0,110,21,420,630,1050,15,19,378,627,1005,0.957142857
7400901,174383.0,110,21,420,630,1050,15,18,99,814,913,0.86952381
7400902,170512.0,110,21,420,630,1050,15,17,120,773,893,0.85047619
7401001,177873.0,110,21,420,630,1050,15,14,813,0,813,0.774285714
7401002,166079.0,110,21,420,630,1050,15,15,-233,1027,794,0.756190476
7401101,175962.0,110,21,420,630,1050,15,13,291,502,793,0.755238095
7401102,157935.0,110,21,420,630,1050,15,18,594,376,970,0.923809524
7401201,178576.0,110,21,420,630,1050,15,12,441,359,800,0.761904762
7401202,140662.0,110,21,420,630,1050,15,12,-51,794,743,0.707619048
7401301,170214.0,110,21,420,630,1050,15,14,305,482,787,0.74952381
7401302,126020.0,110,21,420,630,1050,15,16,292,594,886,0.843809524
7500101,178611.0,100,27,837,837,1674,18,22,1030,427,1457,0.87037037
7600101,179115.0,112,13,260,416,676,10,13,198,442,640,0.946745562
7600201,176097.0,112,13,260,416,676,10,12,540,123,663,0.980769231
7600301,179698.0,112,13,260,416,676,10,12,256,366,622,0.920118343
7700101,173079.0,112,13,260,416,676,10,14,216,456,672,0.99408284
7800101,116834.0,112,13,260,416,676,10,10,256,285,541,0.800295858
8000101,285335.0,112,13,260,416,676,10,13,-21,661,640,0.946745562
8100101,179173.0,110,13,234,390,624,10,11,-222,779,557,0.892628205
8100201,179213.0,110,13,234,390,624,10,13,511,101,612,0.980769231
8100301,178928.0,110,13,234,390,624,10,11,76,441,517,0.828525641
8100401,175674.0,110,13,234,390,624,10,11,96,437,533,0.854166667
8100501,172647.0,110,13,234,390,624,10,10,167,359,526,0.842948718
8300101,178965.0,112,13,260,416,676,10,13,175,467,642,0.949704142
8300201,174274.0,112,13,260,416,676,10,13,207,443,650,0.961538462
8300301,174045.0,112,13,260,416,676,10,8,-9,520,511,0.75591716
8300401,175242.0,112,13,260,416,676,10,13,379,267,646,0.955621302
8500101,118953.0,124,8,124,312,436,10,8,71,216,287,0.658256881
8500102,116793.0,124,8,124,312,436,10,9,61,293,354,0.811926606
8500201,115537.0,124,8,124,312,436,10,9,32,340,372,0.853211009
8500202,119637.0,124,8,124,312,436,10,8,-14,420,406,0.931192661
8600101,179444.0,100,51,1275,1275,2550,35,48,735,1710,2445,0.958823529
8600201,179191.0,101,45,1125,1170,2295,30,35,843,1081,1924,0.838344227
8700101,119098.0,99,50,1302,1225,2527,55,54,755,1451,2206,0.872971903
8700102,119800.0,99,50,1302,1225,2527,55,60,1105,1145,2250,0.890383854
8700103,119200.0,99,50,1302,1225,2527,55,55,995,1267,2262,0.895132568
8700104,119662.0,99,50,1302,1225,2527,55,54,1148,1251,2399,0.949347052
8700105,119296.0,99,50,1302,1225,2527,55,53,1334,1093,2427,0.960427384
8800101,116040.0,112,13,260,416,676,10,13,216,424,640,0.946745562
8800102,101750.0,112,13,260,416,676,10,12,330,246,576,0.852071006
8800201,119942.0,112,13,260,416,676,10,12,126,493,619,0.915680473
8800202,119662.0,112,13,260,416,676,10,12,-211,838,627,0.927514793
9300101,116213.0,110,13,390,390,780,10,13,544,196,740,0.948717949
9300201,112706.0,110,13,390,390,780,10,12,538,212,750,0.961538462
9300301,118759.0,110,13,390,390,780,10,11,398,247,645,0.826923077
9300401,118355.0,110,13,390,390,780,10,10,239,416,655,0.83974359
9300501,118261.0,110,13,390,390,780,10,9,274,396,670,0.858974359
9300601,116435.0,110,13,390,390,780,10,13,509,246,755,0.967948718
9300701,119494.0,110,13,390,390,780,10,8,321,164,485,0.621794872
9300801,119498.0,110,13,390,390,780,10,10,363,287,650,0.833333333
9300901,119856.0,110,13,390,390,780,10,9,366,259,625,0.801282051
9301001,118494.0,110,13,390,390,780,10,13,743,17,760,0.974358974
9301101,119872.0,110,13,390,390,780,10,9,399,206,605,0.775641026
9301201,114669.0,110,13,390,390,780,10,12,329,411,740,0.948717949
9301301,115187.0,110,13,390,390,780,10,12,336,339,675,0.865384615
9301401,115338.0,110,13,390,390,780,10,14,53,712,765,0.980769231
9301501,118258.0,110,13,390,390,780,10,9,412,268,680,0.871794872
9301601,119792.0,110,13,390,390,780,10,12,-47,777,730,0.935897436
9301701,118957.0,110,13,390,390,780,10,12,224,531,755,0.967948718
9301801,119808.0,110,13,390,390,780,10,11,237,453,690,0.884615385
9301901,119237.0,110,13,390,390,780,10,11,-4,734,730,0.935897436
9302001,118709.0,110,13,390,390,780,10,10,309,341,650,0.833333333
9302101,117010.0,110,13,390,390,780,10,11,341,389,730,0.935897436
9302201,118457.0,110,13,390,390,780,10,11,367,328,695,0.891025641
9302301,119418.0,110,13,390,390,780,10,13,494,256,750,0.961538462
9302401,112641.0,110,13,390,390,780,10,12,476,289,765,0.980769231
9302501,98618.0,110,13,390,390,780,10,9,495,150,645,0.826923077
9302601,72615.0,110,6,195,195,390,4,3,167,73,240,0.615384615
9600101,412275.0,112,13,260,416,676,10,14,360,312,672,0.99408284
9600201,409450.0,112,13,260,416,676,10,14,-35,702,667,0.986686391
9600301,409712.0,112,13,260,416,676,10,15,198,462,660,0.976331361
9600401,406876.0,112,13,260,416,676,10,14,163,503,666,0.985207101
9600501,416505.0,112,13,260,416,676,10,15,255,405,660,0.976331361
9700101,114768.0,65,13,780,390,1170,10,12,268,832,1100,0.94017094
9700102,118731.0,65,13,780,390,1170,10,13,449,691,1140,0.974358974
9700201,118662.0,65,13,780,390,1170,10,14,336,799,1135,0.97008547
9700202,118256.0,65,13,780,390,1170,10,10,120,825,945,0.807692308
9800101,178983.0,108,195,4020,5766,9786,153,170,1552,6373,7925,0.80983037
9900101,148697.0,112,13,260,416,676,10,9,-173,624,451,0.667159763
9900102,146457.0,112,13,260,416,676,10,13,118,489,607,0.897928994
9900103,147709.0,112,13,260,416,676,10,10,306,253,559,0.826923077
9900201,148266.0,112,13,260,416,676,10,10,28,564,592,0.875739645
9900202,148527.0,112,13,260,416,676,10,10,330,253,583,0.862426036
9900203,145943.0,112,13,260,416,676,10,12,195,370,565,0.835798817
9900301,148078.0,112,13,260,416,676,10,12,417,207,624,0.923076923
9900302,135925.0,112,13,260,416,676,10,12,502,142,644,0.952662722
9900303,142701.0,112,13,260,416,676,10,12,567,34,601,0.889053254
9900501,149532.0,112,13,260,416,676,10,12,127,480,607,0.897928994
9900502,147385.0,112,13,260,416,676,10,12,-66,724,658,0.973372781
9900503,143465.0,112,13,260,416,676,10,10,48,482,530,0.784023669
9900601,136064.0,112,13,260,416,676,10,13,238,376,614,0.908284024
9900602,148200.0,112,13,260,416,676,10,14,427,245,672,0.99408284
9900603,137602.0,112,13,260,416,676,10,14,317,335,652,0.964497041
9900801,148631.0,112,13,260,416,676,10,10,148,456,604,0.893491124
9900802,119793.0,112,13,260,416,676,10,12,323,295,618,0.914201183
9900803,149144.0,112,13,260,416,676,10,8,318,180,498,0.736686391
9900901,147218.0,112,13,260,416,676,10,11,-160,772,612,0.905325444
9900902,147339.0,112,13,260,416,676,10,14,98,564,662,0.979289941
9900903,140545.0,112,13,260,416,676,10,12,357,132,489,0.723372781
9901201,82084.0,97,3,114,111,225,3,3,-495,675,180,0.8
10100701,167186.0,124,15,375,585,960,10,13,397,515,912,0.95
10200101,119014.0,112,13,260,416,676,10,11,112,548,660,0.976331361
10500101,119806.0,110,21,420,630,1050,15,18,590,381,971,0.924761905
10500201,118278.0,110,21,420,630,1050,15,18,561,440,1001,0.953333333
10500301,119463.0,110,21,420,630,1050,15,18,642,332,974,0.927619048
10600102,73440.0,105,2,65,75,140,6,3,79,41,120,0.857142857
10600103,168836.0,105,2,65,75,140,6,3,115,5,120,0.857142857
10600201,174668.0,105,2,65,75,140,6,2,69,1,70,0.5
10600202,77208.0,105,2,65,75,140,6,3,70,50,120,0.857142857
10600203,153272.0,105,2,65,75,140,6,2,71,69,140,1.0
10600301,151768.0,105,2,65,75,140,6,3,-7,127,120,0.857142857
10600302,143060.0,105,2,65,75,140,6,3,28,92,120,0.857142857
10600303,167131.0,105,2,65,75,140,6,1,40,60,100,0.714285714
10600401,161816.0,105,2,65,75,140,6,1,20,30,50,0.357142857
10600402,178091.0,105,2,65,75,140,6,2,50,90,140,1.0
10600403,179833.0,105,2,65,75,140,6,1,7,68,75,0.535714286
10600501,170854.0,105,2,65,75,140,6,2,50,90,140,1.0
10600502,177317.0,105,2,65,75,140,6,1,35,30,65,0.464285714
10600503,85209.0,105,2,65,75,140,6,2,51,89,140,1.0
10600601,179855.0,105,2,65,75,140,6,2,26,44,70,0.5
10600602,179613.0,105,2,65,75,140,6,2,29,76,105,0.75
10600603,175921.0,105,2,65,75,140,6,3,67,53,120,0.857142857
10600701,177610.0,105,2,65,75,140,6,1,11,29,40,0.285714286
10600702,179501.0,105,2,65,75,140,6,2,58,82,140,1.0
10600703,176890.0,105,2,65,75,140,6,2,77,63,140,1.0
10600801,176679.0,105,2,65,75,140,6,1,45,20,65,0.464285714
10600802,175134.0,105,2,65,75,140,6,2,-3,143,140,1.0
10600803,155325.0,105,2,65,75,140,6,2,12,103,115,0.821428571
10600901,177579.0,105,2,65,75,140,6,1,37,28,65,0.464285714
10600902,134832.0,105,2,65,75,140,6,2,-11,126,115,0.821428571
10600903,115246.0,105,2,65,75,140,6,2,-5,75,70,0.5
10800601,119413.0,114,30,645,1050,1695,20,17,343,748,1091,0.643657817
10800701,118949.0,114,30,645,1050,1695,20,18,516,615,1131,0.667256637
10800801,119624.0,114,30,645,1050,1695,20,22,438,938,1376,0.81179941
10800901,119255.0,114,30,645,1050,1695,20,23,493,958,1451,0.856047198
10801001,119802.0,114,30,645,1050,1695,20,19,440,773,1213,0.715634218
10801101,119331.0,114,30,645,1050,1695,20,20,288,946,1234,0.728023599
10801201,116007.0,114,30,645,1050,1695,20,17,408,662,1070,0.631268437
10801301,118739.0,114,30,645,1050,1695,20,19,487,797,1284,0.757522124
10801601,119607.0,114,30,645,1050,1695,20,20,479,826,1305,0.769911504
10801801,118972.0,114,30,645,1050,1695,20,19,918,271,1189,0.701474926
10802301,109328.0,111,12,330,456,786,8,4,219,129,348,0.442748092
11000101,177063.0,105,23,529,529,1058,20,18,619,247,866,0.81852552
11000102,178514.0,105,23,529,529,1058,20,22,728,212,940,0.888468809
11000103,176775.0,105,23,529,529,1058,20,17,505,221,726,0.686200378
11000201,177197.0,96,6,198,144,342,5,2,137,39,176,0.514619883
11000202,178659.0,96,6,198,144,342,5,2,54,74,128,0.374269006
11000203,148527.0,96,6,198,144,342,5,3,38,100,138,0.403508772
11100101,479642.0,129,138,8461,8443,16904,53,150,4596,7883,12479,0.738227638
11200101,178105.0,112,13,260,416,676,10,14,285,374,659,0.974852071
11300101,178924.0,112,13,260,416,676,10,11,193,392,585,0.865384615
11300102,178359.0,112,13,260,416,676,10,13,728,-69,659,0.974852071
11300103,179448.0,112,13,260,416,676,10,11,214,416,630,0.931952663
11300104,179722.0,112,13,260,416,676,10,12,434,217,651,0.963017751
11500101,118906.0,112,13,260,416,676,10,10,193,331,524,0.775147929
11500201,119256.0,112,13,260,416,676,10,4,78,239,317,0.468934911
11500301,118840.0,112,13,260,416,676,10,9,-495,1059,564,0.834319527
11500401,118185.0,112,13,260,416,676,10,5,123,229,352,0.520710059
11600101,118022.0,96,10,155,235,390,10,8,214,153,367,0.941025641
11600102,118507.0,96,10,155,235,390,10,10,202,178,380,0.974358974
11600201,114515.0,96,10,155,235,390,10,9,201,174,375,0.961538462
11600202,115923.0,96,10,155,235,390,10,10,164,202,366,0.938461538
11600301,119255.0,96,10,155,235,390,10,8,115,212,327,0.838461538
11600302,118326.0,96,10,155,235,390,10,9,148,227,375,0.961538462
11700101,148289.0,262,18,8262,4716,12978,36,17,-110,12471,12361,0.952458006
11800101,119492.0,112,13,260,416,676,10,6,-287,722,435,0.643491124
11800102,110418.0,112,13,260,416,676,10,3,13,152,165,0.24408284
11900101,117172.0,65,13,780,390,1170,10,10,73,907,980,0.837606838
11900102,117188.0,65,13,780,390,1170,10,10,-3,1018,1015,0.867521368
11900201,119210.0,65,13,780,390,1170,10,11,293,782,1075,0.918803419
11900202,118900.0,65,13,780,390,1170,10,9,144,736,880,0.752136752
11900301,117071.0,65,13,780,390,1170,10,6,77,693,770,0.658119658
11900302,117208.0,65,13,780,390,1170,10,8,271,694,965,0.824786325
12000101,118892.0,78,13,312,156,468,10,6,-45,339,294,0.628205128
12000102,116803.0,78,13,312,156,468,10,8,-199,499,300,0.641025641
12000201,115954.0,78,13,312,156,468,10,8,34,320,354,0.756410256
12000202,118141.0,78,13,312,156,468,10,6,47,251,298,0.636752137
12000301,117910.0,78,13,312,156,468,10,6,99,219,318,0.679487179
12000302,119058.0,78,13,312,156,468,10,6,62,240,302,0.645299145
12000401,119900.0,78,13,312,156,468,10,11,8,436,444,0.948717949
12000402,119570.0,78,13,312,156,468,10,9,-46,430,384,0.820512821
