MarketID_period,offer_time,eq_price,eq_quantity,optimalconsumersurplus,optimalproducersurplus,optimal_surplus,Number_players,Quantity,ConsumerSurplus,ProducerSurplus,surplus,efficiency
132602401,99781.0,110,13,390,390,780,10,12,459,246,705,0.903846154
132602501,84838.0,110,9,270,270,540,6,4,284,76,360,0.666666667
132700101,118012.0,112,13,260,416,676,10,10,190,379,569,0.841715976
132800101,116099.0,550,6,1545,1545,3090,20,5,1146,967,2113,0.68381877
132800102,80759.0,550,6,1545,1545,3090,20,5,1038,998,2036,0.658899676
132800201,119468.0,550,6,1545,1545,3090,20,6,583,1660,2243,0.725889968
132800202,95477.0,550,6,1545,1545,3090,20,4,960,715,1675,0.542071197
132800301,119810.0,550,6,1545,1545,3090,20,8,444,2290,2734,0.884789644
132800302,86957.0,550,6,1545,1545,3090,20,6,666,1808,2474,0.800647249
132800401,119625.0,550,6,1545,1545,3090,20,7,1458,1223,2681,0.86763754
132800402,89516.0,550,6,1545,1545,3090,20,2,376,808,1184,0.383171521
132800501,118615.0,550,6,1545,1545,3090,20,6,1070,942,2012,0.651132686
132800502,94058.0,550,6,1545,1545,3090,20,6,-149,1930,1781,0.576375405
132800601,119332.0,550,6,1545,1545,3090,20,5,1709,1174,2883,0.933009709
132800602,95267.0,550,6,1545,1545,3090,20,5,857,1487,2344,0.758576052
132800701,118112.0,550,6,1545,1545,3090,20,5,240,1334,1574,0.509385113
132800702,90789.0,550,6,1545,1545,3090,20,3,479,1143,1622,0.524919094
132800801,116206.0,550,6,1545,1545,3090,20,6,747,2112,2859,0.925242718
132800802,93659.0,550,6,1545,1545,3090,20,5,849,1572,2421,0.783495146
132800901,116744.0,550,6,1545,1545,3090,20,5,952,2008,2960,0.957928803
132800902,95079.0,550,6,1545,1545,3090,20,4,1040,866,1906,0.616828479
132801001,117028.0,550,6,1545,1545,3090,20,7,57,2316,2373,0.767961165
132801002,94717.0,550,6,1545,1545,3090,20,5,568,1853,2421,0.783495146
132900101,297697.0,99,39,1170,1134,2304,27,36,934,1157,2091,0.907552083
133000101,117643.0,110,13,234,390,624,10,15,324,276,600,0.961538462
133000201,118839.0,110,13,234,390,624,10,12,312,292,604,0.967948718
133000301,117463.0,110,13,234,390,624,10,8,59,360,419,0.671474359
133000401,119678.0,110,13,234,390,624,10,12,212,370,582,0.932692308
133000601,105103.0,99,6,183,189,372,5,6,177,105,282,0.758064516
133200101,218830.0,108,126,2709,3858,6567,100,87,-1450,5818,4368,0.665143901
133200201,224558.0,108,126,2709,3858,6567,100,88,-2113,6756,4643,0.707019948
133200301,259348.0,108,126,2709,3858,6567,100,100,-3371,8137,4766,0.725749962
133200401,226699.0,108,126,2709,3858,6567,100,106,-505,5649,5144,0.783310492
133200501,244705.0,115,105,1889,3445,5334,73,81,-1660,6138,4478,0.83952006
133300101,196256.0,99,15,545,115,660,31,13,856,-243,613,0.928787879
133700101,233472.0,112,13,260,416,676,10,14,300,360,660,0.976331361
133700201,238648.0,112,13,260,416,676,10,14,458,202,660,0.976331361
133700301,233901.0,112,13,260,416,676,10,10,323,212,535,0.791420118
133700401,232528.0,112,13,260,416,676,10,13,452,191,643,0.951183432
133700501,237010.0,112,13,260,416,676,10,13,223,447,670,0.99112426
133700601,237357.0,112,13,260,416,676,10,14,405,267,672,0.99408284
133700701,235457.0,112,13,260,416,676,10,11,479,148,627,0.927514793
133700801,225030.0,112,13,260,416,676,10,12,450,162,612,0.905325444
133700901,236366.0,112,13,260,416,676,10,11,409,219,628,0.928994083
133701001,233254.0,112,13,260,416,676,10,14,432,234,666,0.985207101
133701101,235721.0,112,13,260,416,676,10,11,141,360,501,0.74112426
133701201,228220.0,112,13,260,416,676,10,13,288,355,643,0.951183432
133701301,235263.0,112,13,260,416,676,10,13,396,236,632,0.934911243
133701401,223404.0,112,13,260,416,676,10,13,253,403,656,0.970414201
133701501,231911.0,112,13,260,416,676,10,11,321,305,626,0.926035503
133701601,227150.0,112,13,260,416,676,10,9,340,250,590,0.872781065
133701701,213766.0,112,13,260,416,676,10,12,469,167,636,0.940828402
134000101,149686.0,112,13,260,416,676,10,12,241,426,667,0.986686391
134000201,143462.0,112,13,260,416,676,10,14,248,419,667,0.986686391
134100101,234342.0,112,13,260,416,676,10,7,125,261,386,0.571005917
134100201,237030.0,112,13,260,416,676,10,13,18,632,650,0.961538462
134100301,236486.0,108,12,270,366,636,9,9,237,318,555,0.872641509
134200101,88174.0,96,7,210,266,476,10,6,119,286,405,0.850840336
134200102,86832.0,96,7,210,266,476,10,4,126,173,299,0.628151261
134200103,85271.0,96,7,210,266,476,10,6,83,262,345,0.724789916
134200104,85610.0,96,7,210,266,476,10,6,74,251,325,0.682773109
134200201,88649.0,96,7,210,266,476,10,4,17,277,294,0.617647059
134200202,88883.0,96,7,210,266,476,10,5,189,124,313,0.657563025
134200203,84347.0,96,7,210,266,476,10,6,57,222,279,0.586134454
134200204,88779.0,96,7,210,266,476,10,8,200,216,416,0.87394958
134200301,85637.0,96,7,210,266,476,10,7,258,188,446,0.93697479
134200302,89178.0,96,7,210,266,476,10,7,162,284,446,0.93697479
134200303,89343.0,96,7,210,266,476,10,7,218,247,465,0.976890756
134200304,87685.0,96,7,210,266,476,10,8,182,229,411,0.863445378
134200401,89625.0,96,7,210,266,476,10,6,148,219,367,0.771008403
134200402,89095.0,96,7,210,266,476,10,7,182,261,443,0.930672269
134200403,88902.0,96,7,210,266,476,10,5,126,228,354,0.743697479
134200404,81456.0,96,7,210,266,476,10,7,181,273,454,0.953781513
134200501,82055.0,96,7,210,266,476,10,7,186,241,427,0.897058824
134200502,86099.0,96,7,210,266,476,10,7,162,284,446,0.93697479
134200503,88402.0,96,7,210,266,476,10,6,348,43,391,0.821428571
134200504,88648.0,96,7,210,266,476,10,7,104,310,414,0.869747899
134200601,89446.0,96,7,210,266,476,10,6,7,383,390,0.819327731
134200602,89038.0,96,7,210,266,476,10,7,145,290,435,0.913865546
134200603,88298.0,96,7,210,266,476,10,5,166,239,405,0.850840336
134200604,88087.0,96,7,210,266,476,10,4,147,228,375,0.787815126
134200701,88097.0,96,7,210,266,476,10,8,120,208,328,0.68907563
134200702,83681.0,96,7,210,266,476,10,5,143,138,281,0.590336134
134200703,86611.0,96,7,210,266,476,10,6,94,270,364,0.764705882
134200704,82353.0,96,7,210,266,476,10,7,205,227,432,0.907563025
134200801,89496.0,96,7,210,266,476,10,7,156,312,468,0.983193277
134200802,86467.0,96,7,210,266,476,10,7,156,320,476,1.0
134200803,89982.0,96,7,210,266,476,10,8,201,188,389,0.817226891
134200804,89264.0,96,7,210,266,476,10,7,103,324,427,0.897058824
134200901,88136.0,96,7,210,266,476,10,9,83,312,395,0.829831933
134200902,86905.0,96,7,210,266,476,10,9,-84,468,384,0.806722689
134200903,89963.0,96,7,210,266,476,10,8,101,269,370,0.777310924
134200904,86246.0,96,7,210,266,476,10,6,11,363,374,0.785714286
134201001,89338.0,96,7,210,266,476,10,7,84,357,441,0.926470588
134201002,87453.0,96,7,210,266,476,10,7,166,189,355,0.745798319
134201003,89081.0,96,7,210,266,476,10,8,-28,428,400,0.840336134
134201004,88845.0,96,7,210,266,476,10,7,153,315,468,0.983193277
134201101,89650.0,96,7,210,266,476,10,7,-20,395,375,0.787815126
134201102,88290.0,96,7,210,266,476,10,7,245,231,476,1.0
134201103,87669.0,96,7,210,266,476,10,5,119,294,413,0.867647059
134201104,85304.0,96,7,210,266,476,10,6,245,164,409,0.859243697
134201201,89139.0,96,7,210,266,476,10,8,91,301,392,0.823529412
134201202,89848.0,96,7,210,266,476,10,6,188,236,424,0.890756303
134201203,88700.0,96,7,210,266,476,10,7,108,352,460,0.966386555
134201204,88056.0,96,7,210,266,476,10,7,214,254,468,0.983193277
134201301,89043.0,96,7,210,266,476,10,7,242,199,441,0.926470588
134201302,89300.0,96,7,210,266,476,10,6,92,303,395,0.829831933
134201303,88863.0,96,7,210,266,476,10,8,158,294,452,0.949579832
134201304,88539.0,96,7,210,266,476,10,8,166,302,468,0.983193277
134201401,89347.0,96,7,210,266,476,10,7,68,392,460,0.966386555
134201402,87263.0,96,7,210,266,476,10,5,135,245,380,0.798319328
134201403,85224.0,96,7,210,266,476,10,8,-43,405,362,0.760504202
134201404,89096.0,96,7,210,266,476,10,8,-54,479,425,0.892857143
134201501,89565.0,96,7,210,266,476,10,6,179,220,399,0.838235294
134201502,89931.0,96,7,210,266,476,10,7,171,240,411,0.863445378
134201503,89049.0,96,7,210,266,476,10,8,8,364,372,0.781512605
134201504,88507.0,96,7,210,266,476,10,7,193,239,432,0.907563025
134201601,86877.0,96,7,210,266,476,10,5,132,159,291,0.611344538
134201602,85687.0,96,7,210,266,476,10,7,77,375,452,0.949579832
134201603,88290.0,96,7,210,266,476,10,7,103,285,388,0.81512605
134201604,85850.0,96,7,210,266,476,10,6,184,281,465,0.976890756
134201701,82419.0,96,7,210,266,476,10,8,163,253,416,0.87394958
134201702,89017.0,96,7,210,266,476,10,6,182,256,438,0.920168067
134201703,88876.0,96,7,210,266,476,10,6,210,255,465,0.976890756
134201704,88737.0,96,7,210,266,476,10,6,92,305,397,0.834033613
134201801,86708.0,96,7,210,266,476,10,7,-226,648,422,0.886554622
134201802,89072.0,96,7,210,266,476,10,6,231,218,449,0.943277311
134201803,86928.0,96,7,210,266,476,10,6,17,327,344,0.722689076
134201804,87317.0,96,7,210,266,476,10,7,169,283,452,0.949579832
134201901,87505.0,96,7,210,266,476,10,7,28,408,436,0.915966387
134201902,87283.0,96,7,210,266,476,10,3,91,106,197,0.413865546
134201903,86658.0,96,7,210,266,476,10,6,78,287,365,0.766806723
134201904,88517.0,96,7,210,266,476,10,6,54,269,323,0.678571429
134202001,88133.0,96,7,210,266,476,10,8,112,224,336,0.705882353
134202002,87852.0,96,7,210,266,476,10,7,10,401,411,0.863445378
134202003,89150.0,96,7,210,266,476,10,8,105,311,416,0.87394958
134202004,89523.0,96,7,210,266,476,10,7,182,242,424,0.890756303
134202101,88476.0,96,7,210,266,476,10,6,60,327,387,0.81302521
134202102,86950.0,96,7,210,266,476,10,7,129,248,377,0.792016807
134202103,89300.0,96,7,210,266,476,10,6,138,308,446,0.93697479
134202104,89433.0,96,7,210,266,476,10,7,191,277,468,0.983193277
134202201,89278.0,96,7,210,266,476,10,5,116,273,389,0.817226891
134202202,88444.0,96,7,210,266,476,10,9,105,298,403,0.846638655
134202203,89926.0,96,7,210,266,476,10,7,137,323,460,0.966386555
134202204,88929.0,96,7,210,266,476,10,7,163,283,446,0.93697479
134202301,85816.0,96,7,210,266,476,10,8,93,277,370,0.777310924
134202302,89611.0,96,7,210,266,476,10,6,117,272,389,0.817226891
134202303,86395.0,96,7,210,266,476,10,7,118,282,400,0.840336134
134202304,85079.0,96,7,210,266,476,10,7,92,242,334,0.701680672
134202401,88090.0,96,7,210,266,476,10,7,85,329,414,0.869747899
134202402,89035.0,96,7,210,266,476,10,8,193,226,419,0.880252101
134202403,80590.0,96,7,210,266,476,10,7,175,260,435,0.913865546
134202404,83737.0,96,7,210,266,476,10,8,108,292,400,0.840336134
134300101,118746.0,96,10,155,235,390,10,11,21,291,312,0.8
134300102,66703.0,96,10,155,235,390,10,5,131,-13,118,0.302564103
134300201,118487.0,96,10,155,235,390,10,10,147,231,378,0.969230769
134300202,42845.0,96,10,155,235,390,10,1,39,17,56,0.143589744
134300301,118606.0,96,10,155,235,390,10,8,149,114,263,0.674358974
134300302,112063.0,96,10,155,235,390,10,6,-137,287,150,0.384615385
134300401,112152.0,96,10,155,235,390,10,11,256,99,355,0.91025641
134300402,85366.0,96,10,155,235,390,10,1,53,13,66,0.169230769
134300501,118947.0,96,10,155,235,390,10,9,192,141,333,0.853846154
134300502,114811.0,96,10,155,235,390,10,3,50,7,57,0.146153846
134500101,115276.0,96,7,210,266,476,10,8,98,335,433,0.909663866
134500102,108734.0,96,7,210,266,476,10,7,-86,488,402,0.844537815
134500201,119352.0,96,7,210,266,476,10,7,233,186,419,0.880252101
134500202,115181.0,96,7,210,266,476,10,8,129,274,403,0.846638655
134500301,116715.0,96,7,210,266,476,10,5,80,311,391,0.821428571
134500302,104942.0,96,7,210,266,476,10,6,66,304,370,0.777310924
134500401,111631.0,96,7,210,266,476,10,6,94,263,357,0.75
134500402,101833.0,96,7,210,266,476,10,6,105,296,401,0.842436975
134500501,113861.0,96,7,210,266,476,10,5,161,206,367,0.771008403
134500502,110250.0,96,7,210,266,476,10,4,85,247,332,0.697478992
134500601,117448.0,96,7,210,266,476,10,5,146,232,378,0.794117647
134500602,108778.0,96,7,210,266,476,10,4,133,177,310,0.651260504
134500701,118889.0,96,7,210,266,476,10,4,44,264,308,0.647058824
134500702,98229.0,96,7,210,266,476,10,5,85,339,424,0.890756303
134500801,116011.0,96,7,210,266,476,10,4,55,257,312,0.655462185
134500802,100450.0,96,7,210,266,476,10,6,105,316,421,0.884453782
134500901,119241.0,96,7,210,266,476,10,4,78,210,288,0.605042017
134500902,110722.0,96,7,210,266,476,10,6,139,250,389,0.817226891
134501001,118063.0,96,7,210,266,476,10,5,136,299,435,0.913865546
134501002,107078.0,96,7,210,266,476,10,6,75,322,397,0.834033613
134501101,116309.0,96,7,210,266,476,10,3,80,148,228,0.478991597
134501102,107035.0,96,7,210,266,476,10,5,32,347,379,0.796218487
134501201,119949.0,96,7,210,266,476,10,4,104,263,367,0.771008403
134501202,118203.0,96,7,210,266,476,10,4,100,264,364,0.764705882
134501301,119038.0,96,7,210,266,476,10,3,77,193,270,0.567226891
134501302,109664.0,96,7,210,266,476,10,7,59,368,427,0.897058824
134501401,118377.0,96,7,210,266,476,10,7,38,387,425,0.892857143
134501402,98176.0,96,7,210,266,476,10,8,-165,601,436,0.915966387
134501501,118970.0,96,7,210,266,476,10,5,76,327,403,0.846638655
134501502,108687.0,96,7,210,266,476,10,7,126,284,410,0.861344538
134501601,116379.0,96,7,210,266,476,10,7,192,254,446,0.93697479
134501602,103545.0,96,7,210,266,476,10,4,140,202,342,0.718487395
134501701,119756.0,96,7,210,266,476,10,7,82,394,476,1.0
134501702,109768.0,96,7,210,266,476,10,5,73,284,357,0.75
134501801,115536.0,96,7,210,266,476,10,5,102,322,424,0.890756303
134501802,117364.0,96,7,210,266,476,10,5,93,310,403,0.846638655
134501901,117895.0,96,7,210,266,476,10,3,70,188,258,0.542016807
134501902,107760.0,96,7,210,266,476,10,4,12,271,283,0.594537815
134502001,102990.0,96,7,210,266,476,10,8,8,436,444,0.932773109
134502002,94572.0,96,7,210,266,476,10,5,17,350,367,0.771008403
134502201,118947.0,96,7,210,266,476,10,7,107,243,350,0.735294118
134502202,109298.0,96,7,210,266,476,10,8,99,347,446,0.93697479
134502301,118108.0,96,7,210,266,476,10,5,192,177,369,0.775210084
134502302,81984.0,96,7,210,266,476,10,6,156,202,358,0.75210084
134502401,115197.0,96,7,210,266,476,10,6,107,159,266,0.558823529
134502402,77193.0,96,7,210,266,476,10,4,-89,314,225,0.472689076
134502501,113976.0,91,4,140,176,316,5,2,69,162,231,0.731012658
134502502,56946.0,92,6,180,215,395,7,1,24,93,117,0.296202532
134600101,119678.0,124,19,551,722,1273,10,11,255,733,988,0.776119403
134700101,119332.0,112,13,260,416,676,10,11,117,526,643,0.951183432
134700201,119222.0,112,13,260,416,676,10,9,240,331,571,0.844674556
134700301,119350.0,112,13,260,416,676,10,11,406,237,643,0.951183432
134700401,117964.0,112,13,260,416,676,10,11,123,506,629,0.930473373
134700501,119712.0,112,13,260,416,676,10,11,402,143,545,0.806213018
134700601,116907.0,112,13,260,416,676,10,11,54,525,579,0.856508876
134900101,107589.0,95,10,225,225,450,21,10,67,368,435,0.966666667
134900102,119517.0,95,10,225,225,450,21,10,245,170,415,0.922222222
134900103,95643.0,95,10,225,225,450,21,10,272,168,440,0.977777778
134900104,117017.0,95,10,225,225,450,21,10,283,157,440,0.977777778
134900105,119341.0,95,10,225,225,450,21,9,249,116,365,0.811111111
135000101,262306.0,112,13,260,416,676,10,15,85,575,660,0.976331361
135100101,119683.0,107,15,330,435,765,11,9,462,130,592,0.773856209
135100201,118123.0,107,15,330,435,765,11,8,422,83,505,0.660130719
135200101,118304.0,112,13,260,416,676,10,10,138,467,605,0.894970414
135200201,117445.0,112,13,260,416,676,10,11,278,320,598,0.884615385
135200301,119095.0,112,13,260,416,676,10,9,176,338,514,0.76035503
135200401,119647.0,112,13,260,416,676,10,11,301,306,607,0.897928994
135200501,119706.0,112,13,260,416,676,10,11,166,434,600,0.887573964
135200601,118408.0,112,13,260,416,676,10,10,255,259,514,0.76035503
135400101,179424.0,501,150,33450,33600,67050,150,174,38073,17203,55276,0.824399702
135400102,109754.0,501,150,33450,33600,67050,150,150,35842,15068,50910,0.759284116
135400201,70672.0,400,6,1770,1170,2940,5,3,1582,-412,1170,0.397959184
135600101,117950.0,91,9,45,189,234,10,7,4,174,178,0.760683761
135600201,117400.0,91,9,45,189,234,10,8,69,118,187,0.799145299
135600301,119164.0,91,9,45,189,234,10,8,-49,249,200,0.854700855
135600401,117545.0,91,9,45,189,234,10,11,-4,162,158,0.675213675
135600501,116655.0,91,9,45,189,234,10,12,-38,213,175,0.747863248
135600601,117967.0,91,9,45,189,234,10,10,-13,211,198,0.846153846
135600701,115732.0,91,9,45,189,234,10,9,130,53,183,0.782051282
135600801,118533.0,91,9,45,189,234,10,8,94,34,128,0.547008547
135900101,177817.0,112,13,260,416,676,10,11,269,307,576,0.852071006
135900201,177503.0,112,13,260,416,676,10,13,417,235,652,0.964497041
135900301,175474.0,112,13,260,416,676,10,13,238,387,625,0.924556213
135900401,165689.0,112,11,223,357,580,8,9,244,269,513,0.884482759
136000101,118713.0,112,13,260,416,676,10,10,191,362,553,0.818047337
136000102,118929.0,112,13,260,416,676,10,13,427,193,620,0.917159763
136000201,115570.0,112,13,260,416,676,10,8,312,183,495,0.732248521
136000202,119492.0,112,13,260,416,676,10,8,352,207,559,0.826923077
136100101,119935.0,124,15,375,585,960,10,10,251,469,720,0.75
136100201,111731.0,124,15,375,585,960,10,14,598,336,934,0.972916667
136200101,175773.0,117,14,952,483,1435,10,15,666,759,1425,0.993031359
136200201,172892.0,117,14,952,483,1435,10,12,175,1100,1275,0.888501742
136300101,49735.0,90,6,195,135,330,10,3,128,75,203,0.615151515
136300102,46737.0,90,6,195,135,330,10,5,141,147,288,0.872727273
136300201,48321.0,90,6,195,135,330,10,6,218,112,330,1.0
136300202,46985.0,90,6,195,135,330,10,6,221,109,330,1.0
136300301,46449.0,90,6,195,135,330,10,4,78,128,206,0.624242424
136300302,49919.0,90,6,195,135,330,10,5,84,208,292,0.884848485
136300401,40128.0,90,2,65,45,110,2,1,82,18,100,0.909090909
136500101,119600.0,108,156,3492,4923,8415,60,140,4134,3584,7718,0.917171717
136500201,119825.0,108,156,3492,4923,8415,60,123,4276,2844,7120,0.84610814
136500301,119874.0,108,156,3492,4923,8415,60,133,3356,3963,7319,0.869756387
136500401,119565.0,108,156,3492,4923,8415,60,126,3767,3248,7015,0.833630422
136500501,119991.0,108,156,3492,4923,8415,60,130,4407,3147,7554,0.897682709
136600101,119657.0,65,13,780,390,1170,10,8,113,822,935,0.799145299
136600102,119905.0,65,13,780,390,1170,10,8,195,765,960,0.820512821
136600201,118416.0,65,13,780,390,1170,10,6,191,554,745,0.636752137
136600202,118826.0,65,13,780,390,1170,10,11,223,862,1085,0.927350427
136600301,118295.0,65,13,780,390,1170,10,7,338,547,885,0.756410256
136600302,116200.0,65,13,780,390,1170,10,6,262,508,770,0.658119658
136600401,109830.0,65,13,780,390,1170,10,7,204,676,880,0.752136752
136600402,119084.0,65,13,780,390,1170,10,9,263,732,995,0.85042735
136800101,115015.0,100,10,275,275,550,20,10,463,32,540,0.981818182
137000101,235822.0,105,12,276,330,606,9,10,375,208,583,0.962046205
137000201,235623.0,105,12,276,330,606,9,9,245,248,493,0.813531353
137100101,118627.0,99,10,400,265,665,10,12,201,441,642,0.965413534
137100102,114110.0,99,10,400,265,665,10,9,143,454,597,0.897744361
137100103,116178.0,99,10,400,265,665,10,10,219,406,625,0.939849624
137100201,116214.0,99,10,400,265,665,10,10,116,521,637,0.957894737
137100202,115948.0,99,10,400,265,665,10,10,348,312,660,0.992481203
137100203,118921.0,99,10,400,265,665,10,10,53,509,562,0.845112782
137100301,119767.0,99,10,400,265,665,10,10,230,407,637,0.957894737
137100302,117092.0,99,10,400,265,665,10,12,440,139,579,0.870676692
137100303,114446.0,99,10,400,265,665,10,9,164,445,609,0.915789474
137100401,119604.0,99,10,400,265,665,10,10,142,485,627,0.942857143
137100402,119456.0,99,10,400,265,665,10,9,265,336,601,0.903759398
137100403,118827.0,99,10,400,265,665,10,10,295,331,626,0.941353383
137300101,125833.0,117,3,66,110,176,2,2,103,39,142,0.806818182
137600101,117878.0,63,15,675,450,1125,17,21,359,354,713,0.633777778
137700101,234480.0,112,13,260,416,676,10,14,356,302,658,0.973372781
137700201,237635.0,112,13,260,416,676,10,15,288,372,660,0.976331361
137700301,118987.0,112,13,260,416,676,10,15,500,160,660,0.976331361
137700401,154483.0,112,13,260,416,676,10,15,-739,1399,660,0.976331361
137700501,239643.0,112,13,260,416,676,10,13,1,640,641,0.948224852
137700601,238778.0,112,13,260,416,676,10,12,-232,881,649,0.960059172
137700801,217755.0,112,13,260,416,676,10,13,-565,1169,604,0.893491124
137701001,171212.0,112,13,260,416,676,10,14,-6,675,669,0.98964497
137800101,119896.0,65,13,780,390,1170,10,8,119,671,790,0.675213675
137800102,79463.0,65,13,780,390,1170,10,10,-23,1013,990,0.846153846
137800201,118098.0,65,13,780,390,1170,10,13,102,1058,1160,0.991452991
137800202,76755.0,65,13,780,390,1170,10,8,312,538,850,0.726495726
137800301,117163.0,65,13,780,390,1170,10,11,49,981,1030,0.88034188
137800302,78574.0,65,13,780,390,1170,10,12,131,954,1085,0.927350427
137800401,119106.0,65,13,780,390,1170,10,10,102,963,1065,0.91025641
137800402,72808.0,65,13,780,390,1170,10,9,-57,982,925,0.790598291
138000101,429627.0,240,6,760,760,1520,14,3,300,760,1060,0.697368421
138100101,172946.0,100,8,204,204,408,10,9,163,184,347,0.850490196
138100201,178527.0,100,8,204,204,408,10,7,-18,354,336,0.823529412
138200101,250614.0,90,11,275,275,550,8,14,377,88,465,0.845454545
138300101,173636.0,112,13,260,416,676,10,12,-49,683,634,0.937869822
138300201,178548.0,112,13,260,416,676,10,14,329,327,656,0.970414201
138600101,895138.0,260,61,7320,7320,14640,20,64,9029,3939,12968,0.88579235
138600201,833678.0,260,55,6696,6696,13392,18,44,6851,2253,9104,0.679808841
138900101,98860.0,80,9,270,270,540,19,6,81,339,420,0.777777778
138900102,97335.0,80,9,270,270,540,19,8,305,175,480,0.888888889
138900103,96722.0,80,9,270,270,540,19,8,316,189,505,0.935185185
138900104,98534.0,80,9,270,270,540,19,7,293,167,460,0.851851852
139100101,190609.0,112,13,260,416,676,10,13,503,170,673,0.99556213
139200101,171944.0,84,5,170,90,260,6,7,216,-20,196,0.753846154
139300101,297630.0,100,50,1275,1275,2550,10,40,-270,2513,2243,0.879607843
139300201,297320.0,92,20,700,536,1236,5,20,348,807,1155,0.934466019
139400101,895783.0,111,120,2340,3828,6168,91,56,-613,3383,2770,0.449092088
139500101,101932.0,100,8,204,204,408,10,8,182,212,394,0.965686275
139500102,115220.0,100,8,204,204,408,10,8,160,234,394,0.965686275
139500103,119334.0,100,8,204,204,408,10,8,158,236,394,0.965686275
139500201,119562.0,100,8,204,204,408,10,8,232,141,373,0.914215686
139500202,115727.0,100,8,204,204,408,10,8,155,239,394,0.965686275
139500203,111917.0,100,8,204,204,408,10,7,90,253,343,0.840686275
139500301,116848.0,100,8,204,204,408,10,7,243,135,378,0.926470588
139500302,117563.0,100,8,204,204,408,10,8,128,280,408,1.0
139500303,100483.0,100,8,204,204,408,10,7,162,160,322,0.789215686
139500401,117374.0,100,8,204,204,408,10,7,97,253,350,0.857843137
139500402,111630.0,100,8,204,204,408,10,6,184,164,348,0.852941176
139500403,83826.0,100,8,204,204,408,10,3,88,100,188,0.460784314
139500501,118588.0,100,8,204,204,408,10,8,142,210,352,0.862745098
139500502,96382.0,100,8,204,204,408,10,10,-119,489,370,0.906862745
139500503,89992.0,100,8,204,204,408,10,6,21,327,348,0.852941176
140100101,239191.0,110,21,420,630,1050,16,20,410,603,1013,0.964761905
140100201,234886.0,110,21,420,630,1050,16,20,480,431,911,0.867619048
140100301,238396.0,110,21,420,630,1050,16,20,354,661,1015,0.966666667
140100401,233989.0,110,21,420,630,1050,16,19,322,698,1020,0.971428571
140100501,237694.0,110,21,420,630,1050,16,21,547,464,1011,0.962857143
140100601,238748.0,110,21,420,630,1050,16,22,491,546,1037,0.987619048
140100701,234925.0,110,21,420,630,1050,16,19,337,660,997,0.94952381
140200101,177759.0,100,24,648,648,1296,13,19,381,757,1138,0.87808642
140200102,171765.0,100,24,648,648,1296,13,19,621,511,1132,0.87345679
140200103,39861.0,100,24,648,648,1296,13,13,428,480,908,0.700617284
140300101,117937.0,126,24,300,552,852,20,11,64,455,519,0.60915493
140300102,118736.0,126,24,300,552,852,20,12,52,500,552,0.647887324
140300201,119255.0,126,24,300,552,852,20,11,113,399,512,0.600938967
140300202,119062.0,126,24,300,552,852,20,12,96,478,574,0.67370892
140300301,116658.0,126,24,300,552,852,20,11,66,520,586,0.687793427
140300302,118298.0,126,24,300,552,852,20,11,11,537,548,0.643192488
140300401,114716.0,126,24,300,552,852,20,14,49,561,610,0.715962441
140300402,120037.0,126,24,300,552,852,20,11,32,533,565,0.66314554
140300501,118429.0,126,24,300,552,852,20,12,50,493,543,0.637323944
140300502,119640.0,126,24,300,552,852,20,9,74,415,489,0.573943662
140300601,119330.0,126,24,300,552,852,20,14,102,570,672,0.788732394
140300602,109002.0,126,24,300,552,852,20,12,111,455,566,0.664319249
140300701,119648.0,126,24,300,552,852,20,11,57,534,591,0.693661972
140300702,117478.0,126,24,300,552,852,20,11,14,537,551,0.646713615
140300801,119434.0,126,24,300,552,852,20,17,-66,699,633,0.742957746
140300802,118912.0,126,24,300,552,852,20,14,-107,646,539,0.632629108
140300901,119518.0,126,24,300,552,852,20,20,-230,937,707,0.829812207
140300902,117136.0,126,24,300,552,852,20,15,78,551,629,0.738262911
140301001,118920.0,126,24,300,552,852,20,12,112,493,605,0.710093897
140301002,119585.0,126,24,300,552,852,20,12,15,560,575,0.674882629
140301301,117805.0,124,9,135,252,387,7,4,131,122,253,0.65374677
140500101,178823.0,112,13,260,416,676,10,10,112,474,586,0.866863905
140500201,179374.0,112,13,260,416,676,10,11,259,333,592,0.875739645
140500301,176760.0,112,13,260,416,676,10,11,217,351,568,0.840236686
140500401,175000.0,112,13,260,416,676,10,12,251,373,624,0.923076923
140600101,179691.0,112,13,260,416,676,10,14,215,447,662,0.979289941
140600201,173561.0,112,13,260,416,676,10,11,292,318,610,0.902366864
140600301,178362.0,112,13,260,416,676,10,11,195,390,585,0.865384615
140600401,174794.0,112,13,260,416,676,10,14,134,520,654,0.967455621
140600501,143252.0,112,13,260,416,676,10,15,-417,1077,660,0.976331361
140600701,167092.0,112,13,260,416,676,10,13,131,527,658,0.973372781
140800101,115985.0,141,12,378,564,942,10,11,522,259,781,0.829087049
140800201,117960.0,141,12,378,564,942,10,12,189,663,852,0.904458599
140800301,116024.0,141,8,262,392,654,6,6,373,239,612,0.935779817
141100101,43994.0,114,27,594,972,1566,18,3,-308,550,242,0.154533844
141200101,115595.0,78,13,312,156,468,10,12,122,298,420,0.897435897
141200102,96834.0,78,13,312,156,468,10,12,267,133,400,0.854700855
141200201,118816.0,78,13,312,156,468,10,13,321,141,462,0.987179487
141200202,109238.0,78,13,312,156,468,10,13,212,256,468,1.0
